S No.,name,genre,type,episodes,rating,Anime_Archetype
240,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,8.27,Celestara Veil
241,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27,Celestara Veil
242,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.27,Obliviscaris Spire
243,Osomatsu-san,"Comedy, Parody",TV,25,8.27,Luminarch Dominion
244,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27,
245,Tsumiki no Ie,Drama,Movie,1,8.27,Luminarch Dominion
246,Detroit Metal City,"Comedy, Music",OVA,12,8.26,Luminarch Dominion
247,Eve no Jikan,"Sci-Fi, Slice of Life",ONA,6,8.26,Luminarch Dominion
248,Eve no Jikan (Movie),"Sci-Fi, Slice of Life",Movie,1,8.26,Luminarch Dominion
249,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,8.26,Celestara Veil
250,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure, Sci-Fi, Shounen",OVA,13,8.26,Obliviscaris Spire
251,Zankyou no Terror,"Psychological, Thriller",TV,11,8.26,Obliviscaris Spire
252,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8.25,Obliviscaris Spire
253,Detective Conan,"Adventure, Comedy, Mystery, Police, Shounen",TV,Unknown,8.25,Obliviscaris Spire
254,Detective Conan Movie 05: Countdown to Heaven,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.25,Obliviscaris Spire
255,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75,8.25,Obliviscaris Spire
256,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8.25,Obliviscaris Spire
257,Hibike! Euphonium 2,"Drama, Music, School",TV,13,8.25,Celestara Veil
258,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.25,Obliviscaris Spire
259,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96,8.25,Celestara Veil
260,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8.26,Celestara Veil
261,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,8.25,Obliviscaris Spire
262,Yuusha-Ou GaoGaiGar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,8,8.25,
263,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8.24,Celestara Veil
264,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24,Obliviscaris Spire
265,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.24,Celestara Veil
266,Kaze Tachinu,"Drama, Historical, Romance",Movie,1,8.24,Celestara Veil
267,Kingdom,"Action, Historical, Military, Seinen",TV,38,8.24,
268,Kuragehime,"Comedy, Josei, Slice of Life",TV,11,8.24,Celestara Veil
269,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.24,Obliviscaris Spire
270,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24,
271,ReLIFE,"Romance, School, Slice of Life",TV,13,8.24,Celestara Veil
272,Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.24,Obliviscaris Spire
273,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",TV,26,8.24,Chronovault Nexus
274,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,Celestara Veil
275,Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.23,Obliviscaris Spire
276,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12,8.23,Obliviscaris Spire
277,Free!: Eternal Summer Special,"Comedy, School, Slice of Life",Special,1,8.23,Celestara Veil
278,Glass no Kamen (2005),"Drama, Shoujo",TV,51,8.23,Celestara Veil
279,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23,Obliviscaris Spire
280,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",Special,1,8.23,Obliviscaris Spire
281,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,8.23,Obliviscaris Spire
282,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,8.23,Obliviscaris Spire
283,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24,8.23,Celestara Veil
284,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,8.23,Obliviscaris Spire
285,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8.23,Celestara Veil
286,Sakasama no Patema,"Sci-Fi, Seinen",Movie,1,8.23,Luminarch Dominion
287,Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,2,8.23,Obliviscaris Spire
288,Ashita no Joe,"Drama, Sports",TV,79,8.22,Obliviscaris Spire
289,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,8.22,Obliviscaris Spire
290,Ghost in the Shell: Stand Alone Complex - Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,1,8.22,
291,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13,8.22,Obliviscaris Spire
292,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,Celestara Veil
293,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,1,8.22,
294,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.21,Obliviscaris Spire
295,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1,8.21,
296,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,8.21,Celestara Veil
297,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,1,8.21,
298,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1,8.21,Obliviscaris Spire
299,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.21,
300,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,8.21,Obliviscaris Spire
301,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4,8.21,Obliviscaris Spire
302,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8.2,Obliviscaris Spire
303,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3,8.2,Chronovault Nexus
304,Baby Steps 2nd Season,"Romance, School, Shounen, Sports",TV,25,8.2,Celestara Veil
305,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,8.2,Obliviscaris Spire
306,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,24,8.2,
307,Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.2,Aetherial Sanctum
308,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",Movie,1,8.2,Chronovault Nexus
309,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,8.2,
310,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13,8.2,Obliviscaris Spire
311,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.2,Chronovault Nexus
312,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,1,8.2,Celestara Veil
313,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",Movie,1,8.19,Obliviscaris Spire
314,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,Obliviscaris Spire
315,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8.19,
316,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1,8.19,Obliviscaris Spire
317,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1,8.19,Aetherial Sanctum
318,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",OVA,2,8.19,Celestara Veil
319,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75,8.19,Eclipsed Reverie
320,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25,8.19,Celestara Veil
321,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,8.19,Celestara Veil
322,Tokyo Magnitude 8.0,Drama,TV,11,8.19,Chronovault Nexus
323,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8.18,Celestara Veil
324,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,12,8.18,Obliviscaris Spire
325,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11,8.18,Celestara Veil
326,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24,8.18,Celestara Veil
327,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102,8.18,Celestara Veil
328,Love Live! The School Idol Movie,"Music, School, Slice of Life",Movie,1,8.18,Celestara Veil
329,Mahoutsukai no Yome: Hoshi Matsu Hito,"Fantasy, Magic",OVA,3,8.18,Chronovault Nexus
330,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.18,Celestara Veil
331,Working!!!,"Comedy, Romance, Slice of Life",TV,13,8.18,Celestara Veil
332,Black Lagoon,"Action, Seinen",TV,12,8.17,Obliviscaris Spire
333,Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",Movie,1,8.17,Obliviscaris Spire
334,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,1,8.17,Obliviscaris Spire
335,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17,Obliviscaris Spire
336,Hyouka,"Mystery, School, Slice of Life",TV,22,8.17,Celestara Veil
337,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,8.17,Luminarch Dominion
338,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,8.17,Celestara Veil
339,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,8.17,Celestara Veil
340,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,8.17,Obliviscaris Spire
341,Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,1,8.17,Obliviscaris Spire
342,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,8.17,Obliviscaris Spire
343,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,Obliviscaris Spire
344,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,1,8.16,Celestara Veil
345,Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16,Obliviscaris Spire
346,Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16,Obliviscaris Spire
347,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,8.16,Obliviscaris Spire
348,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,25,8.16,Celestara Veil
349,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.16,Celestara Veil
350,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,8.16,Obliviscaris Spire
351,Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",Movie,1,8.16,Obliviscaris Spire
352,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,8.16,Chronovault Nexus
353,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,8.16,Obliviscaris Spire
354,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,26,8.16,Obliviscaris Spire
355,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1,8.16,Celestara Veil
356,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24,8.16,Obliviscaris Spire
357,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101,8.16,Celestara Veil
358,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38,8.16,Obliviscaris Spire
359,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1,8.15,Obliviscaris Spire
360,Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen",OVA,5,8.15,Obliviscaris Spire
361,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,8.15,Obliviscaris Spire
362,Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1,8.15,Aetherial Sanctum
363,High☆Speed!: Free! Starting Days,"School, Slice of Life, Sports",Movie,1,8.15,Celestara Veil
364,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10,8.15,Obliviscaris Spire
365,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24,8.15,Obliviscaris Spire
366,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,8.15,Obliviscaris Spire
367,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,7,8.15,Obliviscaris Spire
368,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26,8.15,Celestara Veil
369,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.15,Celestara Veil
370,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,12,8.14,Celestara Veil
371,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",Special,1,8.14,Celestara Veil
372,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,21,8.14,Obliviscaris Spire
373,Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,14,8.14,Obliviscaris Spire
374,K-On!!,"Comedy, Music, School, Slice of Life",TV,26,8.14,Celestara Veil
375,Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,8.14,Eclipsed Reverie
376,Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",Movie,1,8.14,Celestara Veil
377,Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,8.14,Chronovault Nexus
378,Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1,8.13,Chronovault Nexus
379,Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.13,Obliviscaris Spire
380,Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1,8.13,Chronovault Nexus
381,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.13,Aetherial Sanctum
382,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,24,8.13,Celestara Veil
383,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13,8.13,Celestara Veil
384,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1,8.13,Obliviscaris Spire
385,Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,8.13,
386,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,1,8.13,Chronovault Nexus
387,Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",TV,13,8.13,Obliviscaris Spire
388,Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,8.13,Obliviscaris Spire
389,Ajin 2nd Season,"Action, Horror, Mystery, Seinen, Supernatural",TV,13,8.12,Obliviscaris Spire
390,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,1,8.12,Obliviscaris Spire
391,City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,63,8.12,Obliviscaris Spire
392,Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,12,8.12,Obliviscaris Spire
393,ef: A Tale of Memories.,"Drama, Mystery, Romance",TV,12,8.12,Obliviscaris Spire
394,Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.12,
395,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,1,8.12,
396,Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,52,8.12,
397,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,8.12,Obliviscaris Spire
398,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.12,Celestara Veil
399,Noragami Aragoto OVA,"Action, Adventure, Shounen",OVA,2,8.12,Obliviscaris Spire
400,Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,8.12,Chronovault Nexus
401,Tiger &amp; Bunny,"Action, Comedy, Mystery, Super Power",TV,25,8.12,Obliviscaris Spire
402,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,13,8.12,Celestara Veil
403,Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4,8.11,Chronovault Nexus
404,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5,8.11,Obliviscaris Spire
405,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,8.11,Celestara Veil
406,Ookiku Furikabutte,"Comedy, Sports",TV,25,8.11,Obliviscaris Spire
407,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24,8.11,Celestara Veil
408,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",Movie,1,8.1,Luminarch Dominion
409,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1,8.11,Obliviscaris Spire
410,There She Is!!,"Comedy, Romance",ONA,5,8.11,Celestara Veil
411,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,Obliviscaris Spire
412,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,3,8.1,Celestara Veil
413,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,1,8.1,Obliviscaris Spire
414,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",OVA,28,8.1,
415,Hyouge Mono,"Historical, Samurai, Seinen",TV,39,8.1,Aetherial Sanctum
416,Karigurashi no Arrietty,Fantasy,Movie,1,8.1,Chronovault Nexus
417,Mahou Shoujo Lyrical Nanoha A&#039;s,"Action, Comedy, Drama, Magic, Super Power",TV,13,8.1,Obliviscaris Spire
418,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,2,8.1,Aetherial Sanctum
419,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12,8.1,Celestara Veil
420,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.09,Obliviscaris Spire
421,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4,8.09,Obliviscaris Spire
422,Elsword: El Lady,"Action, Fantasy",ONA,12,8.11,Chronovault Nexus
423,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,1,8.09,
424,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,1,8.09,Eclipsed Reverie
425,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,8.09,Celestara Veil
426,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,13,8.09,Celestara Veil
427,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.09,Celestara Veil
428,Kobato.,"Comedy, Drama, Fantasy",TV,24,8.09,Chronovault Nexus
429,Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,11,8.09,Obliviscaris Spire
430,Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.09,
431,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1,8.09,Chronovault Nexus
432,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13,8.09,Obliviscaris Spire
433,Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,6,8.09,Obliviscaris Spire
434,Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,145,8.08,Obliviscaris Spire
435,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52,8.08,Celestara Veil
436,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,10,8.08,Celestara Veil
437,Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",TV,26,8.08,Obliviscaris Spire
438,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.08,Celestara Veil
439,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24,8.08,Obliviscaris Spire
440,SKET Dance OVA,"Comedy, School, Shounen",OVA,1,8.08,Celestara Veil
441,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51,8.08,Obliviscaris Spire
442,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,1,8.08,Obliviscaris Spire
443,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,8.07,Obliviscaris Spire
444,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,1,8.07,Obliviscaris Spire
445,Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36,8.07,
446,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,8.07,Obliviscaris Spire
447,Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,8.07,Chronovault Nexus
448,Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",TV,26,8.07,Obliviscaris Spire
449,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,24,8.07,
450,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,8.07,Obliviscaris Spire
